key,current_name,other_names,abbreviations,format,start_date,end_date,parents
PB1237,Small Business Commissioner,"",SBC,Executive non-departmental public body,,,D1198
PB124,British Hallmarking Council,"",BHC,Executive non-departmental public body,,,D1198
PB1245,LocatED,LocateED,"",Executive non-departmental public body,,,D6
PB126,Construction Industry Training Board,"",CITB,Executive non-departmental public body,,,D6
PB129,Economic and Social Research Council,"",ESRC,Executive non-departmental public body,,,D1198
PB130,Engineering and Physical Sciences Research Council,"",EPSRC,Executive non-departmental public body,,,D1198
PB131,Engineering Construction Industry Training Board,"",ECITB,Executive non-departmental public body,,,D6
PB132,Medical Research Council,"",MRC,Executive non-departmental public body,,,D1198
PB133,Natural Environment Research Council,"",NERC,Executive non-departmental public body,,,D1198
PB134,Office for Fair Access,"",OFFA,Executive non-departmental public body,,,D6
PB135,Science and Technology Facilities Council,"",STFC,Executive non-departmental public body,,,D1198
PB136,Technology Strategy Board,"","",Executive non-departmental public body,,unknown,D3
PB137,UK Atomic Energy Authority,"",UKAEA,Executive non-departmental public body,,,D1198
PB138,UK Commission for Employment and Skills,"",UKCES,Executive non-departmental public body,,unknown,D6
PB139,Certification Officer,"",Certification Officer,Other,,,D1198
PB140,Competition Appeal Tribunal,"",CAT,Tribunal non-departmental public body,,,D1198
PB147,Capital for Enterprise Limited,Capital for Enterprise Ltd,CfEL,Executive non-departmental public body,,unknown,D3
PB148,Central Arbitration Committee,"",CAC,Tribunal non-departmental public body,,,D1198
PB158,Committee on Standards in Public Life,"",CSPL,Advisory non-departmental public body,,,D2
PB160,Building Regulations Advisory Committee,"",BRAC,Advisory non-departmental public body,,,D4
PB161,Homes and Communities Agency,Homes & Communities Agency,HCA,Executive non-departmental public body,,unknown,D4
PB165,Arts Council England,"","",Executive non-departmental public body,,,D5
PB166,British Library,The British Library,BL,Executive non-departmental public body,,,D5
PB167,British Museum,"",BM,Executive non-departmental public body,,,D5
PB168,English Heritage,"",EH,Executive non-departmental public body,,2015-04-01,D5
PB169,Gambling Commission,"",GC,Executive non-departmental public body,,,D5
PB170,Geffrye Museum,"",GMus,Executive non-departmental public body,,,D5
PB171,Horniman Public Museum and Public Park Trust,Horniman Museum,Horniman,Executive non-departmental public body,,,D5
PB172,Imperial War Museum,"",IWM,Executive non-departmental public body,,,D5
PB174,National Gallery,"","",Executive non-departmental public body,,,D5
PB175,National Heritage Memorial Fund,"",NHMF,Executive non-departmental public body,,,D5
PB177,Science Museum Group,"","",Executive non-departmental public body,,,D5
PB178,National Museums Liverpool,"",NML,Executive non-departmental public body,,,D5
PB179,National Portrait Gallery,"",NPG,Executive non-departmental public body,,,D5
PB180,Natural History Museum,"",NHM,Executive non-departmental public body,,,D5
PB181,Olympic Delivery Authority,"",ODA,Executive non-departmental public body,,2014-12-02,D5
PB182,Royal Armouries Museum,Royal Armouries,RA,Executive non-departmental public body,,,D5
PB183,Sir John Soane's Museum,Sir John Soane’s Museum,Soane's,Executive non-departmental public body,,,D5
PB184,Sports Grounds Safety Authority,"",SGSA,Executive non-departmental public body,,,D5
PB185,UK Sport,"",UKSP,Executive non-departmental public body,,,D5
PB186,VisitBritain,"",VB,Executive non-departmental public body,,,D5
PB187,Wallace Collection,"","",Executive non-departmental public body,,,D5
PB188,Big Lottery Fund,"",BIG,Executive non-departmental public body,,,D5
PB189,British Film Institute,"",BFI,Executive non-departmental public body,,,D5
PB190,Sport England,"",SE,Executive non-departmental public body,,,D5
PB191,Committee on Radioactive Waste Management,"",CoRWM,Advisory non-departmental public body,,,D1198
PB192,Fuel Poverty Advisory Group,"",FPAG,Advisory non-departmental public body,,unknown,D11
PB193,Nuclear Liabilities Financing Assurance Board,"",NLFAB,Advisory non-departmental public body,,,D1198
PB194,Civil Nuclear Police Authority,"",CNPA,Executive non-departmental public body,,,D1198
PB195,Coal Authority,"","",Executive non-departmental public body,,,D1198
PB196,Committee on Climate Change,"",CCC,Executive non-departmental public body,,,D1198
PB197,Nuclear Decommissioning Authority,"",NDA,Executive non-departmental public body,,,D1198
PB198,Consumer Council for Water,"",CCWater,Executive non-departmental public body,,,D7
PB200,Gangmasters and Labour Abuse Authority,Gangmasters Licensing Authority,"GLA, GLAA",Executive non-departmental public body,,unknown,D16
PB201,Joint Nature Conservation Committee,"",JNCC,Executive non-departmental public body,,,D7
PB202,Natural England,"",Natural England,Executive non-departmental public body,,,D7
PB207,Health and Safety Executive,"",HSE,Executive non-departmental public body,,,D10
PB208,Advisory Committee on Pesticides,"",ACP,Advisory non-departmental public body,,2015-03,D7
PB209,Advisory Committee on Releases to the Environment,"",ACRE,Advisory non-departmental public body,,,D7
PB210,Independent Agricultural Appeals Panel,"",IAAP,Advisory non-departmental public body,,,"D7, EA58"
PB211,Science Advisory Council,"",SAC,Advisory non-departmental public body,,,D7
PB212,Veterinary Products Committee,"",VPC,Advisory non-departmental public body,,,D7
PB226,Commonwealth Scholarship Commission in the UK,"",CSC,Executive non-departmental public body,,,D8
PB230,Equality 2025,"",E2025,Advisory non-departmental public body,,2013-09,D10
PB231,Industrial Injuries Advisory Council,"",IIAC,Advisory non-departmental public body,,,D10
PB232,Social Security Advisory Committee,"",SSAC,Advisory non-departmental public body,,,D10
PB233,The Pensions Advisory Service,"",TPAS,Executive non-departmental public body,,,D10
PB234,The Pensions Regulator,"",TPR,Executive non-departmental public body,,,D10
PB235,Pension Protection Fund Ombudsman,The Pension Protection Fund Ombudsman,PPFO,Tribunal non-departmental public body,,,D10
PB236,Pensions Ombudsman,The Pensions Ombudsman,PO,Tribunal non-departmental public body,,,D10
PB246,The Children and Family Court Advisory and Support Service,Cafcass,Cafcass,Executive non-departmental public body,,,D18
PB247,Disabled Persons Transport Advisory Committee,Disabled Persons Transport Advisory Committee (DPTAC),DPTAC,Other,,,D9
PB251,Care Quality Commission,"",CQC,Executive non-departmental public body,,,D12
PB253,Human Fertilisation and Embryology Authority,"",HFEA,Executive non-departmental public body,,,D12
PB254,Human Tissue Authority,"",HTA,Executive non-departmental public body,,,D12
PB255,Monitor,"",Monitor,Executive non-departmental public body,,2016-04-01,D12
PB257,Foreign Compensation Commission,"",FCC,Tribunal non-departmental public body,,unknown,""
PB260,Office for Budget Responsibility,"",OBR,Executive non-departmental public body,,,D15
PB263,Office of the Immigration Services Commissioner,"",OISC,Executive non-departmental public body,,,D16
PB264,Security Industry Authority,"",SIA,Executive non-departmental public body,,,D16
PB265,Serious Organised Crime Agency,"",SOCA,Executive non-departmental public body,,2013-10-07,D16
PB266,Office of Manpower Economics,"",OME,Other,,,D1198
PB27,Student Loans Company,"",SLC,Executive non-departmental public body,,,D6
PB270,Investigatory Powers Tribunal,"",IPT,Tribunal non-departmental public body,,,D16
PB271,Advisory Council on the Misuse of Drugs,"",ACMD,Advisory non-departmental public body,,,D16
PB273,Police Advisory Board for England and Wales,"",PAB,Advisory non-departmental public body,,,D16
PB274,Technical Advisory Board,"",TAB,Advisory non-departmental public body,,,D16
PB275,Migration Advisory Committee,"",MAC,Advisory non-departmental public body,,,D16
PB276,National DNA Database Ethics Group,"",NDNAD,Advisory non-departmental public body,,unknown,D16
PB277,Police Arbitration Tribunal,"",PAT,Tribunal non-departmental public body,,unknown,D16
PB278,Police Discipline Appeals Tribunal,"",Police Discipline,Tribunal non-departmental public body,,,D16
PB28,"Advisory, Conciliation and Arbitration Service","",Acas,Executive non-departmental public body,,,D1198
PB29,National Fraud Authority,"",NFA,Executive agency,,2014-03-31,D16
PB290,National Museum of the Royal Navy,Royal Naval Museum,RNM,Executive non-departmental public body,,,D17
PB291,Royal Museums Greenwich,"",RMG,Executive non-departmental public body,,,D5
PB293,Civil Justice Council,"",CJC,Advisory non-departmental public body,,,D18
PB294,Law Commission,"","",Advisory non-departmental public body,,,D18
PB295,Sentencing Council for England and Wales,"",SC,Advisory non-departmental public body,,,D18
PB296,Victims' Advisory Panel,"",VAP,Advisory non-departmental public body,,2013-07-24,D18
PB297,Criminal Injuries Compensation Authority,"",CICA,Executive agency,,,D18
PB298,Information Commissioner's Office,"",ICO,Executive non-departmental public body,,,D5
PB299,Judicial Appointments Commission,"",JAC,Executive non-departmental public body,,,D18
PB300,Legal Services Commission,"","",Executive agency,,2013-04-01,D18
PB301,Parole Board,"",Parole Board,Executive non-departmental public body,,,D18
PB302,Youth Justice Board for England and Wales,"",YJB,Executive non-departmental public body,,,D18
PB307,National Army Museum,"",NAM,Executive non-departmental public body,,,D17
PB308,Royal Air Force Museum,"",RAFM,Executive non-departmental public body,,,D17
PB310,Royal Marines Museum,"",RMM,Other,,,D17
PB311,Fleet Air Arm Museum,"","",Other,,,D17
PB317,Biotechnology and Biological Sciences Research Council,Biotechnology & Biological Sciences Research Council,BBSRC,Executive non-departmental public body,,,D1198
PB318,Competition Service,"",CS,Executive non-departmental public body,,,D1198
PB326,Victims' Commissioner,"","",Other,,,D18
PB336,Advisory Committee on Business Appointments,"",ACOBA,Advisory non-departmental public body,,,D2
PB337,Boundary Commission for England,"",BCE,Advisory non-departmental public body,,,D2
PB348,Pension Protection Fund,"",PPF,Public corporation,,,D10
PB349,Independent Living Fund,"",ILF,Executive non-departmental public body,,2015-06-30,D10
PB350,Remploy Ltd,"",Remploy,Executive non-departmental public body,,unknown,D10
PB353,Competition Commission,"",CC,Executive non-departmental public body,,2014-04-01,D3
PB354,Regulatory Policy Committee,"",RPC,Advisory non-departmental public body,,,D1198
PB355,Copyright Tribunal,"","",Tribunal non-departmental public body,,,D1198
PB356,Consumer Futures,"","",Executive non-departmental public body,,2014-04-01,D3
PB357,Export Guarantees Advisory Council,"",EGAC,Advisory non-departmental public body,,,D241
PB358,Land Registration Rule Committee,"",LRRC,Advisory non-departmental public body,,,D1198
PB366,Civil Service Commission,"",CSC,Executive non-departmental public body,,,D2
PB367,Security Vetting Appeals Panel,"",SVAP,Advisory non-departmental public body,,,D2
PB368,Senior Salaries Review Body,Review Body on Senior Salaries,SSRB,Advisory non-departmental public body,,,D2
PB372,Housing Ombudsman,"",HOS,Executive non-departmental public body,,,D4
PB373,Leasehold Advisory Service,"",LEASE,Executive non-departmental public body,,,D4
PB374,London Thames Gateway Development Corporation,"",LTGDC,Executive non-departmental public body,,2013-02-28,D4
PB375,Valuation Tribunal Service,"",VTS,Executive non-departmental public body,,,D4
PB376,VisitEngland,"",VE,Executive non-departmental public body,,,D5
PB377,UK Anti-Doping,"",UKAD,Executive non-departmental public body,,,D5
PB378,Victoria and Albert Museum,"",VAM,Executive non-departmental public body,,,D5
PB380,The Theatres Trust,"",TTT,Advisory non-departmental public body,,,D5
PB382,The Reviewing Committee on the Export of Works of Art and Objects of Cultural Interest,"",RCEWA,Advisory non-departmental public body,,,D5
PB383,Treasure Valuation Committee,"",TVC,Advisory non-departmental public body,,,D5
PB392,Advisory Committee on Conscientious Objectors,"",ACCO,Advisory non-departmental public body,,,D17
PB393,Advisory Group on Military Medicine,"",AGoMM,Other,,,D17
PB394,Armed Forces' Pay Review Body,"",AFPRB,Advisory non-departmental public body,,,D17
PB395,Central Advisory Committee on Pensions and Compensation,"",CAC Pensions and Compensation,Advisory non-departmental public body,,unknown,D17
PB396,Defence Nuclear Safety Committee,"",DNSC,Advisory non-departmental public body,,,D17
PB397,Defence Scientific Advisory Council,"",DSAC,Advisory non-departmental public body,,unknown,D17
PB399,National Employer Advisory Board,"",NEAB,Advisory non-departmental public body,,,D17
PB400,Nuclear Research Advisory Council,"",NRAC,Advisory non-departmental public body,,,D17
PB401,The Oil and Pipelines Agency,"",OPA,Public corporation,,,D17
PB402,Scientific Advisory Committee on the Medical Implications of Less-Lethal Weapons,"",SACMILL,Advisory non-departmental public body,,,D17
PB403,Veterans Advisory and Pensions Committees,"",VAPC,Advisory non-departmental public body,,,D17
PB413,Office of the Children's Commissioner,The Office of the Children's Commissioner,"",Executive non-departmental public body,,,D6
PB414,School Teachers' Review Body,"",STRB,Advisory non-departmental public body,,,D6
PB415,National Forest Company,"",NFC,Executive non-departmental public body,,,D7
PB420,Agricultural Wages Committee,Agricultural Wages Committee (x15),AWC,Executive non-departmental public body,,unknown,D7
PB421,Agricultural Dwelling House Advisory Committees (x16),"",ADHAC,Advisory non-departmental public body,,unknown,D7
PB423,Plant Varieties and Seeds Tribunal,"",PVST,Tribunal non-departmental public body,,,D7
PB426,Great Britain-China Centre,Great Britain China Centre,GBCC,Executive non-departmental public body,,,D13
PB434,Royal Mint Advisory Committee,"",RMAC,Advisory non-departmental public body,,,D15
PB436,Administrative Justice and Tribunals Council,"",AJTC,Advisory non-departmental public body,,2013-08-19,D18
PB437,Advisory Committees on Justices of the Peace,"",ACJP,Advisory non-departmental public body,,,D18
PB438,The Advisory Council on National Records and Archives,"",ACNRA,Advisory non-departmental public body,,,D5
PB440,Civil Procedure Rule Committee,"",CPRC,Advisory non-departmental public body,,,D18
PB441,Family Justice Council,"",FJC,Advisory non-departmental public body,,,D18
PB442,Family Procedure Rule Committee,"",FPRC,Advisory non-departmental public body,,,D18
PB443,Independent Advisory Panel on Deaths in Custody,IAPDC,IAPDC,Advisory non-departmental public body,,,D18
PB445,Insolvency Rules Committee,"",IRC,Advisory non-departmental public body,,,D1198
PB446,Prison Service Pay Review Body,"",PSPRB,Advisory non-departmental public body,,,D18
PB448,Tribunal Procedure Committee,"",TPC,Advisory non-departmental public body,,,D18
PB456,Independent Police Complaints Commission,"",IPCC,Executive non-departmental public body,,,D16
PB457,Office of Surveillance Commissioners,"",OSC,Tribunal non-departmental public body,,,D16
PB458,Police Negotiating Board,"",PNB,Advisory non-departmental public body,,2014-10-01,D16
PB459,Directly Operated Railways Limited,"",DOR,Executive non-departmental public body,,,D9
PB460,High Speed Two (HS2) Limited,High Speed Two Limited,HS2 Ltd,Executive non-departmental public body,,,D9
PB461,British Transport Police Authority,"",BTPA,Executive non-departmental public body,,,D9
PB462,Trinity House,"",TLS,Executive non-departmental public body,,,D9
PB463,Northern Lighthouse Board,"",NLB,Executive non-departmental public body,,,D9
PB464,Passenger Focus,"",PF,Executive non-departmental public body,,unknown,D9
PB465,Traffic Commissioners for Great Britain,"",TC,Tribunal non-departmental public body,,,D9
PB466,Railway Heritage Committee,"",RHC,Executive non-departmental public body,,2013-04-01,D9
PB474,National Institute for Health and Care Excellence,"",NICE,Executive non-departmental public body,,,D12
PB477,Review Board for Government Contracts,"",RBGC,Advisory non-departmental public body,,2015-03-31,D17
PB481,NHS England,"","",Executive non-departmental public body,,,D12
PB491,Advisory Panel on Public Sector Information,"",APPSI,Advisory non-departmental public body,,2015-10,D18
PB500,The Shareholder Executive,"",ShEx,Other,,2016-04,D3
PB501,West Northamptonshire Development Corporation,"",WNDC,Executive non-departmental public body,,2014-07-13,D4
PB503,Local Government Ombudsman,"",LGO,Other,,,D4
PB508,Board of Trustees of the Royal Botanic Gardens Kew,"","",Executive non-departmental public body,,,D7
PB509,Disclosure and Barring Service,Disclosure & Barring Service,DBS,Executive non-departmental public body,,,D16
PB510,Social Mobility and Child Poverty Commission,"",SMCP Commission,Advisory non-departmental public body,,unknown,"D6, D2, D10"
PB516,Criminal Procedure Rule Committee,"","",Advisory non-departmental public body,,,D18
PB521,Insolvency Practitioners Tribunal,"",IPT,Tribunal non-departmental public body,,,D1198
PB523,Administration of Radioactive Substances Advisory Committee,"",ARSAC,Advisory non-departmental public body,,,D12
PB524,British Pharmacopoeia Commission,British Pharmacopoeia,"",Advisory non-departmental public body,,,D12
PB525,Commission on Human Medicines,"",CHM,Advisory non-departmental public body,,,D12
PB526,"Committee on Mutagenicity of Chemicals in Food, Consumer Products and the Environment","",COM,Advisory non-departmental public body,,,"D12, D102"
PB527,Independent Reconfiguration Panel,"",IRP,Advisory non-departmental public body,,,D12
PB530,Review Body on Doctors' and Dentists' Remuneration,"",DDRB,Advisory non-departmental public body,,,D12
PB531,NHS Pay Review Body,"",NHSPRB,Advisory non-departmental public body,,,D12
PB534,Animals in Science Committee,"",ASC,Advisory non-departmental public body,,,D16
PB558,National Crime Agency,"",NCA,Non-ministerial department,,,""
PB57,Marine Management Organisation,"",MMO,Executive non-departmental public body,,,D7
PB571,Tate,The Tate,Tate,Executive non-departmental public body,,,D5
PB573,Advisory Committee on Animal Feedingstuffs,"",ACAF,Advisory non-departmental public body,,,D102
PB574,Advisory Committee on Novel Foods and Processes,"",ACNFP,Advisory non-departmental public body,,,D102
PB575,Advisory Committee on the Microbiological Safety of Food,"",ACMSF,Advisory non-departmental public body,,,D102
PB576,"Committee on Toxicity of Chemicals in Food, Consumer Products and the Environment","",COT,Advisory non-departmental public body,,,D102
PB577,General Advisory Committee on Science,"",GACS,Advisory non-departmental public body,,,D102
PB578,Social Science Research Committee,"",SSRC,Advisory non-departmental public body,,,D102
PB580,National Crime Agency Remuneration Review Body,"",NCARRB,Other,,,D16
PB842,Commission for Architecture and the Built Environment (CABE),"","",Advisory non-departmental public body,,unknown,""
PB870,Food Safety Promotion Board,"","",Other,,unknown,""
PB973,Council on Tribunals,"","",Tribunal non-departmental public body,,unknown,""
PC1059,Office for Nuclear Regulation,"",ONR,Public corporation,,,D10
PC163,Architects Registration Board,"",ARB,Public corporation,,,D4
PC259,UK Financial Investments Limited,"",UKFI,Other,,,"D15, OT1186"
PC343,Audit Commission,"",Audit Commission,Public corporation,,2015-03-31,D4
PC386,Channel 4,"",C4,Public corporation,,,D5
PC387,S4C,"",S4C,Other,,,D5
PC388,BBC,"",BBC,Public corporation,,,D5
PC389,Historic Royal Palaces,"",HRP,Public corporation,,,D5
PC390,Heritage Lottery Fund (administered by the NHMF),Heritage Lottery Fund,HLF,Executive non-departmental public body,,,D5
PC427,BBC World Service,"",BBCWS,Public corporation,,,D13
PC467,BRB (Residuary) Ltd,"",BRBR,Public corporation,,unknown,D9
PC468,Trust ports,"",TP,Other,,unknown,D9
PC469,Civil Aviation Authority,"",CAA,Public corporation,,,D9
PC472,Marine Accident Investigation Branch,"",MAIB,Other,,,D9
PC493,London and Continental Railways Ltd,London and Continental Railways Limited,LCR,Public corporation,,,D9
PC970,Royal Mail,"","",Public corporation,,unknown,""
